Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
;;001;087;15321;61910;2018/001224;2018/001224;EJECUCI‡N TRAMO DE PRUEBA PROYECTO LIFE-PHOTOSCALING;202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;21474,00;21474,00;21474,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/010421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO CENTRO. FASE I;201;CENTRO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;4206,41;4206,41;0,00;0,00;4206,41;4206,41;4206,41;0,00;4206,41
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/020421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO ARGANZUELA. FASE I;202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;18936,85;18936,85;0,00;0,00;18936,85;18936,85;18936,85;0,00;18936,85
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/030421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO SALAMANCA. FASE I;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;9926,78;9926,78;0,00;0,00;9926,78;9926,78;9926,78;0,00;9926,78
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/040421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO CHAMART÷N. FASE I;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1894,08;1894,08;0,00;0,00;1894,08;1894,08;1894,08;0,00;1894,08
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/050421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO TETUµN. FASE I;206;TETUAN;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;5134,15;5134,15;0,00;0,00;5134,15;5134,15;5134,15;0,00;5134,15
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/060421;PAVIMENTACI‡N ACERAS BARRIOS DISTRITO LATINA. FASE I;210;LATINA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;835,34;835,34;0,00;0,00;835,34;835,34;835,34;0,00;835,34
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/070421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO CARABANCHEL. FASE I;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;5972,87;5972,87;0,00;0,00;5972,87;5972,87;5972,87;0,00;5972,87
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/080421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO USERA. FASE I;212;USERA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;6316,55;6316,55;0,00;0,00;6316,55;6316,55;6316,55;0,00;6316,55
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/090421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO PUENTE DE VALLECAS. FASE I;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;6265,05;6265,05;0,00;0,00;6265,05;6265,05;6265,05;0,00;6265,05
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/100421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO MORATALAZ. FASE I;214;MORATALAZ;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;7343,59;7343,59;0,00;0,00;7343,59;7343,59;7343,59;0,00;7343,59
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/110421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO VICµLVARO. FASE I;219;VICALVARO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;6812,38;6812,38;0,00;0,00;6812,38;6812,38;6812,38;0,00;6812,38
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/120421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO SAN BLAS-CANILLEJAS. FASE I;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;16862,26;16862,26;0,00;0,00;16862,26;16862,26;16862,26;0,00;16862,26
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000421;2016/130421;PAVIMENTACI‡N ACERAS BARRIOS EN DISTRITO BARAJAS. FASE I;221;BARAJAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;12770,11;12770,11;0,00;0,00;12770,11;12770,11;12770,11;0,00;12770,11
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/000424;PLAN DE PAVIMENTACI‡N DE CALZADAS EN BARRIOS. FASE I;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;43999,13;43999,13;43999,13;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/010424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO CENTRO. FASE I;201;CENTRO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;483,81;483,81;0,00;0,00;483,81;483,81;483,81;0,00;483,81
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/020424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO ARGANZUELA. FASE I;202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1033,14;1033,14;0,00;0,00;1033,14;1033,14;1033,14;0,00;1033,14
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/030424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO RETIRO. FASE I;203;RETIRO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;965,20;965,20;0,00;0,00;965,20;965,20;965,20;0,00;965,20
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/040424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO SALAMANCA. FASE I;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1760,02;1760,02;0,00;0,00;1760,02;1760,02;1760,02;0,00;1760,02
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/050424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO CHAMART÷N. FASE I;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;2425,44;2425,44;0,00;0,00;2425,44;2425,44;2425,44;0,00;2425,44
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/060424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO TETUµN. FASE I;206;TETUAN;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;904,78;904,78;0,00;0,00;904,78;904,78;904,78;0,00;904,78
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/070424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO CHAMBER÷. FASE I;207;CHAMBERI;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;2376,40;2376,40;0,00;0,00;2376,40;2376,40;2376,40;0,00;2376,40
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/080424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO FUENCARRAL-EL PARDO. FASE I;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1080,32;1080,32;0,00;0,00;1080,32;1080,32;1080,32;0,00;1080,32
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/090424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO MONCLOA-ARAVACA. FASE I;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1473,88;1473,88;0,00;0,00;1473,88;1473,88;1473,88;0,00;1473,88
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/100424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO LATINA. FASE I;210;LATINA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1075,07;1075,07;0,00;0,00;1075,07;1075,07;1075,07;0,00;1075,07
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/110424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO CARABANCHEL. FASE I;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1001,77;1001,77;0,00;0,00;1001,77;1001,77;1001,77;0,00;1001,77
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/120424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO USERA. FASE I;212;USERA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1599,12;1599,12;0,00;0,00;1599,12;1599,12;1599,12;0,00;1599,12
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/130424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO PUENTE DE VALLECAS. FASE I;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1100,91;1100,91;0,00;0,00;1100,91;1100,91;1100,91;0,00;1100,91
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/140424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO MORATALAZ. FASE I;214;MORATALAZ;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1590,89;1590,89;0,00;0,00;1590,89;1590,89;1590,89;0,00;1590,89
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/150424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO CIUDAD LINEAL. FASE I;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1961,32;1961,32;0,00;0,00;1961,32;1961,32;1961,32;0,00;1961,32
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/160424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO HORTALEZA. FASE I;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1979,34;1979,34;0,00;0,00;1979,34;1979,34;1979,34;0,00;1979,34
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/170424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO VILLAVERDE. FASE I;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1177,05;1177,05;0,00;0,00;1177,05;1177,05;1177,05;0,00;1177,05
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/180424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO VILLA DE VALLECAS. FASE I;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1085,07;1085,07;0,00;0,00;1085,07;1085,07;1085,07;0,00;1085,07
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/190424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO VICµLVARO. FASE I;219;VICALVARO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1324,42;1324,42;0,00;0,00;1324,42;1324,42;1324,42;0,00;1324,42
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/200424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO SAN BLAS-CANILLEJAS. FASE I;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;2001,35;2001,35;0,00;0,00;2001,35;2001,35;2001,35;0,00;2001,35
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/000424;2016/210424;PAVIMENTACI‡N CALZADAS BARRIOS EN DISTRITO BARAJAS. FASE I;221;BARAJAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;1328,65;1328,65;0,00;0,00;1328,65;1328,65;1328,65;0,00;1328,65
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/009094;2016/009094;MEJORA DE LAS CONDICIONES DE RODADURA DE LA A-1. AUTOVIA DEL NORTE;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;00;GRANDES VIALES;;;;;;;0,00;167472,03;167472,03;0,00;0,00;167472,03;167472,03;167472,03;0,00;167472,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/009096;2016/009096;PLAN DE PAVIMENTACI‡N DE ACERAS EN BARRIOS. FASE III;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;287194,81;287194,81;85522,63;0,00;201672,18;201672,18;201672,18;0,00;201672,18
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/009097;2016/009097;PLAN DE PAVIMENTACI‡N DE CALZADAS EN BARRIOS. FASE III;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;81497,76;81497,76;0,00;0,00;81497,76;81497,76;81497,76;0,00;81497,76
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/009098;2016/009098;PLAN DE PAVIMENTACI‡N DE ACERAS EN BARRIOS. FASE II;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;364398,35;364398,35;126665,24;0,00;237733,11;237733,11;219749,65;0,00;219749,65
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2016/009099;2016/009099;PLAN DE PAVIMENTACI‡N DE CALZADAS EN BARRIOS. FASE II;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;;;;;0,00;252581,75;252581,75;0,00;0,00;252581,75;252581,75;252581,75;0,00;252581,75
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/000724;2017/000724;PUEBLO DE FUENCARRAL. MEJORA ESPACIOS PÈBLICOS, CALIDAD PAISAJ÷STICA Y ACCESIBILIDAD;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;20908,80;20908,80;20908,80;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004085;2017/004085;IFS - VIARIOS SALAMANCA. ACCESIBILIDAD Y CALIDAD URBAN÷STICA;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;585996,73;585996,73;183006,77;0,00;402989,96;402989,96;50048,85;0,00;50048,85
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004103;2017/004103;IFS - COLONIA VALDEZARZA. MEJORA DE LA URBANIZACI‡N, MOVILIDAD Y ACCESIBILIDAD UNIVERSAL;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;671637,76;671637,76;210222,62;0,00;461415,14;461415,14;88816,13;0,00;88816,13
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004127;2017/004127;IFS - SANEAMIENTO Y CONSOLIDACI‡N DEL FIRME EN LAS V÷AS PÈBLICAS DEL PAU DE VALLECAS;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1248785,53;1248785,53;769119,25;0,00;479666,28;479666,28;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004587;2017/004587;IFS - CALLE HERNµNDEZ DE COL‡N, 26. ADECUACI‡N ESCALERA Y CONDICIONES DE ACCESIBILIDAD;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;49000,00;49000,00;8786,64;0,00;40213,36;40213,36;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004588;2017/004588;IFS - BARRIO GUINDALERA VIEJA. ENTORNO URBANO Y ACCESIBILIDAD;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;489653,68;489653,68;168147,07;0,00;321506,61;321506,61;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004589;2017/004589;IFS - CALLE VILLABLANCA. ACCESIBILIDAD ACERAS;219;VICALVARO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;99169,67;99169,67;54512,29;0,00;44657,38;44657,38;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004590;2017/004590;IFS - BARRIO DE ADELFAS. MEJORA PAVIMENTOS;203;RETIRO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;437422,74;437422,74;150210,97;0,00;287211,77;287211,77;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004591;2017/004591;IFS - VIAL CAMINO ALTO DE SAN ISIDRO. SEGURIDAD Y ACCESIBILIDAD;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;247000,00;247000,00;103464,98;0,00;143535,02;143535,02;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004592;2017/004592;IFS - PASEO RIBERA DEL MANZANARES. ESPACIOS PÈBLICOS Y ACCESIBILIDAD;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;97970,64;97970,64;0,00;0,00;97970,64;65101,49;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004593;2017/004593;IFS - MEJORA DE LAS CONDICIONES DE RODADURA DE LA A-42. AUTOVIA DE TOLEDO;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;696925,59;696925,59;282254,86;0,00;414670,73;414670,73;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/004594;2017/004594;IFS - MEJORA ESPACIO PUBLICO EN PE•AGRANDE;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;199909,48;199909,48;0,00;0,00;199909,48;132839,85;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/007016;2017/007016;IFS - PAVIMENTO CALZADAS DISTRITO DE FUENCARRAL-EL PARDO. MEJORA (ID: 942);208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;780614,58;780614,58;300002,58;0,00;480612,00;480612,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/007019;2017/007019;IFS - PAVIMENTOS EN EL DISTRITO DE LATINA. MEJORA (ID: 1584);210;LATINA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;586178,92;586178,92;198070,21;0,00;388108,71;388108,71;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/007022;2017/007022;IFS - MEJORA PAVIMENTOS DE CALZADA DISTRITO VILLAVERDE. ELIMINACI‡N BACHES (ID: 1852);217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;651316,56;651316,56;267039,79;0,00;384276,77;384276,77;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/007023;2017/007023;IFS - PAVIMENTACI‡N CALLES DISTRITO PUENTE DE VALLECAS. MEJORA (ID: 2970);213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;676195,46;676195,46;200830,06;0,00;475365,40;475365,40;417380,94;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;61910;2017/007039;2017/007039;IFS - ASFALTADO CALLES DETERIORADAS  DISTRITO DE CARABANCHEL (ID: 4948);211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;631251,36;631251,36;241769,28;0,00;389482,08;389482,08;381930,53;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005131;2018/005131;IFS - MEJORA DE ACCESIBILIDAD Y MOVILIDAD EN ESPACIOS PÈBLICOS DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8874210,88;8874210,88;8874210,88;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005132;2018/005132;IFS - PLAN DE BARRIOS. ACERAS;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8200000,00;8200000,00;8200000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005133;2018/005133;IFS - ADECUACION DE ALCORQUES Y ZONAS PERIMETRALES EN LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1500000,00;1500000,00;1500000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005134;2018/005134;IFS - MEJORA DE PAVIMENTACION DE VIARIO PRINCIPAL DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;12000000,00;12000000,00;12000000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005135;2018/005135;IFS - PLAN DE BARRIOS.  CALZADAS;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;7500000,00;7500000,00;7500000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005136;2018/005136;IFS - ZONA LAS CAROLINAS, BARRIOS DE ALMENDARALES Y ORCASUR. PAVIMENTACI‡N;212;USERA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;300000,00;300000,00;300000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005137;2018/005137;IFS - ACCESIBILIDAD ACERAS DISTRITO DE CIUDAD LINEAL. MEJORAS (ID 17: 840);215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;1063000,00;1063000,00;1063000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;087;15321;61910;2018/005138;2018/005138;IFS - CONEXI‡N PEATONAL Bß LEGAZPI - MêNDEZ µLVARO. MEJORAS (ID 17: 5431 );202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;V÷AS PÈBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;250000,00;250000,00;250000,00;0,00;0,00;0,00;0,00;0,00;0,00
